owner_org,title,notes,name,tag_string,spatial,license_id,resource_permissions,access_control_reason,access_control_date,access_control_mode,sequence_data_type,related_data,amplicon,analytical_platform,archive_ingestion_date,data_generated,data_type,dataset_url,date_of_transfer,description,flow_id,folder_name,omics,read_length,sample_submission_date,ticket
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S K9276,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-k9276,,,CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2022-05-24,date,illumina-amplicons,,16S,MiSeq,2022-02-23,2022-02-23,16S,,2022-02-23,MiSeq data package,K9276,20220223_AM_16S_UNSW_K9276,Genomics,300bp,2022-02-23,BPAOPS-1200
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S K929B,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-k929b,,,CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2022-05-24,date,illumina-amplicons,,16S,MiSeq,2022-02-23,2022-02-23,16S,,2022-02-23,MiSeq data package,K929B,20220223_AM_16S_UNSW_K929B,Genomics,300bp,2022-02-23,BPAOPS-1199
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S K9KGY,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-k9kgy,,,CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2022-07-28,date,illumina-amplicons,,16S,MiSeq,2022-05-03,2022-05-03,16S,(non-BPA funded samples),2022-04-29,MiSeq data package,K9KGY,20220429_AM_16S_UNSW_K9KGY_renamed,Genomics,300bp,2022-04-29,BPAOPS-1239
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S K9KN8,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-k9kn8,,,CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2022-07-28,date,illumina-amplicons,,16S,MiSeq,2022-05-03,2022-05-03,16S,,2022-04-29,MiSeq data package,K9KN8,20220429_AM_16S_UNSW_K9KN8,Genomics,300bp,2022-04-29,BPAOPS-1238
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S KD7T7,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-kd7t7,,,CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2022-07-12,date,illumina-amplicons,,16S,MiSeq,2022-04-13,2022-04-13,16S,,2022-04-13,MiSeq data package,KD7T7,20220413_AM_16S_UNSW_KD7T7,Genomics,300bp,2022-04-13,BPAOPS-1217
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S KFC6R,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-kfc6r,,,CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2022-09-19,date,illumina-amplicons,,16S,MiSeq,2022-06-22,2022-06-22,16S,,2022-06-21,MiSeq data package,KFC6R,20220621_AM_16S_UNSW_KFC6R,Genomics,300bp,2022-06-21,BPAOPS-1281
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S KFPWM,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-kfpwm,,,CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2022-08-10,date,illumina-amplicons,,16S,MiSeq,2022-05-13,2022-05-13,16S,,2022-05-12,MiSeq data package,KFPWM,20220512_AM_16S_UNSW_KFPWM,Genomics,300bp,2022-05-12,BPAOPS-1246
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S KFTPD,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-kftpd,,,CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2022-09-19,date,illumina-amplicons,,16S,MiSeq,2022-06-22,2022-06-22,16S,,2022-06-21,MiSeq data package,KFTPD,20220621_AM_16S_UNSW_KFTPD,Genomics,300bp,2022-06-21,BPAOPS-1282
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S KFTPF,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-kftpf,,,CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2022-09-19,date,illumina-amplicons,,16S,MiSeq,2022-06-22,2022-06-22,16S,,2022-06-21,MiSeq data package,KFTPF,20220621_AM_16S_UNSW_KFTPF,Genomics,300bp,2022-06-21,BPAOPS-1280
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S KG38F,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-kg38f,,,CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2022-07-31,date,illumina-amplicons,,16S,MiSeq,2022-05-03,2022-05-03,16S,,2022-05-02,MiSeq data package,KG38F,20220502_AM_16S_UNSW_KG38F,Genomics,300bp,2022-05-02,BPAOPS-1234
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S KN482,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-kn482,,,CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2023-01-19,date,illumina-amplicons,,16S,MiSeq,2022-10-24,2022-10-24,16S,,2022-10-21,MiSeq data package,KN482,20221021_AM_16S_UNSW_KN482,Genomics,300bp,2022-10-21,BPAOPS-1329
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S KN48L,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-kn48l,,,CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2023-01-19,date,illumina-amplicons,,16S,MiSeq,2022-10-24,2022-10-24,16S,,2022-10-21,MiSeq data package,KN48L,20221003_AM_16S_UNSW_KN48L,Genomics,300bp,2022-10-21,BPAOPS-1328
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S KPYD4,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-kpyd4,,,CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2023-02-20,date,illumina-amplicons,,16S,MiSeq,2022-11-22,2022-11-22,16S,,2022-11-22,MiSeq data package,KPYD4,20221122_AM_16S_UNSW_KPYD4,Genomics,300bp,2022-11-22,BPAOPS-1343
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S KPYLM,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-kpylm,,,CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2023-02-13,date,illumina-amplicons,,16S,MiSeq,2022-11-21,2022-11-21,16S,,2022-11-15,MiSeq data package,KPYLM,20221121_AM_16S_UNSW_KPYLM,Genomics,300bp,2022-11-15,BPAOPS-1339
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S KRHP4,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-krhp4,,,CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2023-03-09,date,illumina-amplicons,,16S,MiSeq,2022-12-12,2022-12-12,16S,,2022-12-09,MiSeq data package,KRHP4,20221209_AM_16S_UNSW_KRHP4,Genomics,300bp,2022-12-09,BPAOPS-1352
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S KRHP6,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-krhp6,,,CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2023-03-09,date,illumina-amplicons,,16S,MiSeq,2022-12-12,2022-12-12,16S,,2022-12-09,MiSeq data package,KRHP6,20221209_AM_16S_UNSW_KRHP6,Genomics,300bp,2022-12-09,BPAOPS-1351
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S KT6BT,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-kt6bt,,,CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2023-03-09,date,illumina-amplicons,,16S,MiSeq,2022-12-12,2022-12-12,16S,rerun of KRHP4,2022-12-09,MiSeq data package,KT6BT,20221209_AM_16S_UNSW_KT6BT,Genomics,300bp,2022-12-09,BPAOPS-1353
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S KYH6F,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-kyh6f,,,CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2023-08-08,date,illumina-amplicons,,16S,MiSeq,2023-05-10,2023-05-10,16S,,2023-05-10,MiSeq data package,KYH6F,230324_AM_16S_UNSW_KYH6F,Genomics,300bp,2023-05-10,BPAOPS-1378
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S KYHK4,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-kyhk4,,,CC-BY-4.0-AU,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2023-08-08,date,illumina-amplicons,,16S,MiSeq,2023-05-10,2023-05-10,16S,,2023-05-10,MiSeq data package,KYHK4,230321_AM_16S_UNSW_KYHK4,Genomics,300bp,2023-05-10,BPAOPS-1377
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S L2768,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-l2768,,,other-closed,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2023-10-02,date,illumina-amplicons,,16S,MiSeq,2023-07-05,2023-07-05,16S,,2023-07-04,MiSeq data package,L2768,230616_AM_16S_UNSW_L2768,Genomics,300bp,2023-07-04,BPAOPS-1425
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S L276P,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-l276p,,,other-closed,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2023-10-02,date,illumina-amplicons,,16S,MiSeq,2023-07-05,2023-07-05,16S,,2023-07-04,MiSeq data package,L276P,230616_AM_16S_UNSW_L276P,Genomics,300bp,2023-07-04,BPAOPS-1424
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S L4R4J,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-l4r4j,,,other-closed,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2023-10-23,date,illumina-amplicons,,16S,MiSeq,2023-07-25,2023-07-25,16S,,2023-07-25,MiSeq data package,L4R4J,230721_AM_16S_UNSW_L4R4J,Genomics,300bp,2023-07-25,BPAOPS-1443
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S L5K2P,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-l5k2p,,,other-closed,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2023-10-02,date,illumina-amplicons,,16S,MiSeq,2023-07-05,2023-07-05,16S,,2023-07-04,MiSeq data package,L5K2P,230609_AM_16S_UNSW_L5K2P,Genomics,300bp,2023-07-04,BPAOPS-1423
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S L796K,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-l796k,,,other-closed,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2023-11-19,date,illumina-amplicons,,16S,MiSeq,2023-08-22,2023-08-22,16S,,2023-08-21,MiSeq data package,L796K,230731_AM_16S_UNSW_L796K,Genomics,300bp,2023-08-21,BPAOPS-1462
75a9f0a5-fc60-4af6-b455-32e2011d969b,Australian Microbiome Amplicons Control 16S L7JKT,16S MiSeq,bpa-amdb-genomics-amplicon-control-16s-control-l7jkt,,,other-closed,organization_member_after_embargo:archive_ingestion_date:90:am-consortium-members,,2023-11-19,date,illumina-amplicons,,16S,MiSeq,2023-08-22,2023-08-22,16S,,2023-08-21,MiSeq data package,L7JKT,230731_AM_16S_UNSW_L7JKT,Genomics,300bp,2023-08-21,BPAOPS-1463
